id,timestamp,country,employment_status,job_title,job_years,is_manager,hours_per_week,telecommute_days_per_week,education,is_education_computer_related,certifications,salary
97,1/6/2017 10:04:59,Switzerland,Full time,Architect,5.47261904761905,Yes,41.6945238095238,0,Masters,No,No,6392.47371428571
98,12/12/2017 13:11:46,United States,Full time,DBA,4,No,40,0,Bachelors (4 years),Yes,No,7966
99,12/27/2017 16:55:50,United States,Independent or freelancer or company owner,DBA,5,No,40,5,Masters,Yes,Yes,7166
100,1/13/2017 14:25:59,United States,Full time,Analyst,7.33066666666667,No,41.6151509872242,0,Associates (2 years),Yes,Yes,5641.49694444444
101,1/10/2017 3:48:47,United States,Full time,Manager,3.82266996496776,Yes,41.439505098392,0,Bachelors (4 years),Yes,No,7158.63696955947
102,12/27/2017 3:56:47,United Kingdom,Full time,DBA,3,No,38,0,None (no degree completed),No,Yes,4466
103,12/18/2017 13:33:39,United States,Full time,Data Scientist,3.05033333333333,Yes,40.5305,0,Masters,No,No,6668.3315
104,1/5/2017 11:30:14,United States,Full time,Developer,1,No,40,0,Bachelors (4 years),No,Yes,7626
105,12/11/2018 6:25:09,United Kingdom,Full time,DBA,8,No,40,0,None (no degree completed),Unknown,No,6083
106,12/14/2017 17:23:22,Canada,Full time,DBA,4.19117111633958,No,40.809895582514,0,Associates (2 years),Yes,No,6032.16000485466
107,1/9/2017 11:22:24,United States,Full time,DBA,7,No,45,0,Bachelors (4 years),Yes,Yes,5750
108,1/9/2017 11:09:13,United States,Full time,Architect,3.74211904306671,No,40.4342219760963,0,Bachelors (4 years),Yes,No,6864.11238986838
109,12/20/2017 4:56:45,Germany,Full time,DBA,4.90706368326881,No,40.7270053545496,0,None (no degree completed),Unknown,Yes,6600.64001429953
110,12/16/2017 9:05:54,United States,Full time,Manager,4.71880952380952,Yes,40.4097380952381,2,Bachelors (4 years),No,Yes,7752.05433333333
111,12/14/2017 9:34:52,United States,Full time,DBA,3,No,42,0,Masters,No,Yes,7083
112,1/5/2017 11:18:19,United States,Full time,Developer,2,Yes,40,0,Associates (2 years),No,No,3936
113,1/10/2017 8:34:48,United States,Full time,Developer,2,No,40,0,Bachelors (4 years),Yes,No,5833
114,1/13/2017 4:13:53,United Kingdom,Full time,Architect,5,No,37,0,Bachelors (4 years),Yes,No,6333
115,12/30/2018 9:42:18,United States,Full time,Developer,5.84714285714286,No,41.6558333333333,5,Masters,Yes,Yes,8279.71843253969
116,1/2/2018 23:28:59,United States,Full time,Developer,4.07064526629927,No,40.8332818137705,0,None (no degree completed),Unknown,No,6749.64577467426
117,1/5/2017 11:22:59,United Kingdom,Full time,DBA,4,No,37,0,Associates (2 years),No,Yes,4659
118,1/5/2017 12:29:18,United States,Full time,DBA,4,No,45,0,Bachelors (4 years),No,Yes,9166
119,1/9/2017 13:05:15,United States,Full time,DBA,5,No,40,5,Masters,No,No,7166
120,12/21/2017 11:20:37,United States,Full time,Other,4.55146794871795,No,40.1157261904762,1,Bachelors (4 years),Yes,Yes,6301.45283333334
121,1/3/2018 2:32:50,United States,Full time,DBA,4.044,Yes,40.3263484015984,0,Masters,Yes,No,5098.88963133641
122,12/20/2017 6:35:17,United Kingdom,Full time,DBA,4.81679446778712,No,42.4598647724824,3,Bachelors (4 years),Yes,Yes,7801.09098790425
123,1/2/2018 10:40:41,United States,Full time,DBA,1,No,40,0,Bachelors (4 years),No,Yes,8491
124,1/10/2017 22:12:51,New Zealand,Full time,Analyst,8,No,40,0,Masters,No,No,5131
125,12/21/2017 12:56:15,Canada,Full time,DBA,3,No,40,1,Masters,Yes,Yes,6333
126,1/10/2017 8:14:37,United States,Full time,Developer,4.40575169812128,No,41.2008068716629,5,Bachelors (4 years),Yes,Yes,7513.61026388444
127,1/5/2017 11:24:10,Sweden,Full time,DBA,4.22536881685124,No,40.4285277670425,0,Associates (2 years),Yes,Yes,6927.16367895412
128,1/6/2017 0:49:59,Denmark,Full time,Developer,1,No,40,0,Associates (2 years),Unknown,Yes,6416
129,1/5/2017 11:35:16,United States,Full time,DBA,5,No,40,2,None (no degree completed),Unknown,Yes,7166
130,1/6/2017 6:09:47,United States,Full time,Developer,2,No,40,0,Bachelors (4 years),Yes,No,6666
131,12/18/2017 7:28:44,France,Full time,DBA,2,No,42,0,Masters,Yes,No,6000
132,12/12/2017 14:33:23,United States,Full time,Developer,4,No,40,0,Bachelors (4 years),No,No,7250
133,12/28/2017 11:04:35,United States,Full time,Developer,5.12024312760073,No,41.0945738201302,0,Associates (2 years),Yes,No,5871.87845699334
134,12/28/2017 16:58:47,Mexico,Full time,DBA,4.64083006561005,No,41.1141375651309,0,Bachelors (4 years),Yes,Yes,7052.09183260453
135,12/19/2017 17:05:53,United Kingdom,Full time,DBA,5,No,40,0,None (no degree completed),No,No,7166
136,1/6/2017 19:56:28,Australia,Full time,Sales,5,No,40,1,Bachelors (4 years),No,No,7166
137,12/20/2017 9:22:52,United States,Full time,Developer,8.43214285714286,Yes,40.1625028860029,1,None (no degree completed),Unknown,No,8125.856
138,1/14/2017 6:38:31,Denmark,Full time,Architect,5,No,40,3,Bachelors (4 years),No,Yes,7166
139,1/2/2018 12:44:51,United States,Full time,Developer,2,No,40,0,Bachelors (4 years),No,No,6583
140,12/12/2017 20:09:58,Australia,Full time,DBA,5,No,38,0,Bachelors (4 years),No,No,6666
141,1/5/2017 11:12:28,United States,Full time,Engineer,4,No,40,1,Bachelors (4 years),Yes,Yes,8750
142,1/6/2017 19:39:52,Argentina,Full time,DBA,5.04583333333333,Yes,40.1918181818182,3,Associates (2 years),Unknown,Yes,6988.94266666667
143,12/18/2017 12:45:22,United States,Full time,Developer,2,Yes,40,0,Associates (2 years),Yes,Yes,8333
144,12/21/2017 8:18:42,United States,Full time,DBA,5,No,40,0,Masters,Yes,No,6666
145,12/22/2018 6:16:10,United States,Full time,Architect,5,No,40,0,Bachelors (4 years),Yes,No,7166
146,1/9/2017 8:10:08,United States,Full time,Other,3.59611904761905,No,39.6245833333333,1,Bachelors (4 years),No,Yes,7625.77860606061
147,12/21/2017 9:57:30,United Kingdom,Full time,DBA,4.64083006561005,No,41.1141375651309,0,Bachelors (4 years),Yes,Yes,7052.09183260453
148,12/24/2017 1:16:36,India,Full time,DBA,4.14079305661659,Yes,40.5014285714286,0,Bachelors (4 years),No,No,7033.8457005772
149,12/19/2017 12:59:40,Sweden,Full time,DBA,5,No,40,1,Associates (2 years),Yes,No,7166
150,1/9/2017 15:38:29,United States,Full time,DBA,10,No,42,0,Bachelors (4 years),Yes,No,8333
151,12/21/2018 17:10:52,United States,Full time,Analyst,3,No,45,1,Bachelors (4 years),No,No,4708
152,1/9/2017 11:20:14,United States,Full time,DBA,5,No,40,0,Bachelors (4 years),No,No,7166
153,1/5/2017 11:15:20,United States,Full time,DBA,4.33048561027325,No,40.9734095118135,0,Bachelors (4 years),No,Yes,7298.82316186425
154,1/5/2017 11:12:20,United States,Independent or freelancer or company owner,Architect,5,No,40,5,Masters,Yes,Yes,7166
155,1/5/2017 17:02:17,United States,Full time,DBA,4.82728549228549,No,40.9208207070707,5,None (no degree completed),Unknown,Yes,7260.67862692863
156,1/14/2017 4:18:54,Romania,Full time,Developer,4.11272897715222,No,40.8092582064971,0,Bachelors (4 years),No,No,6967.32449087088
157,12/12/2017 13:45:53,United States,Full time,DBA,4.59875872167049,No,40.1861196524064,2,None (no degree completed),Unknown,Yes,6496.78823587523
158,12/11/2018 9:13:03,United States,Full time,Developer,5,Yes,40,1,None (no degree completed),Unknown,Yes,7166
159,12/16/2018 3:15:08,Ukraine,Full time,DBA,3.96791846178417,No,41.5335127323657,5,Masters,Yes,Yes,7724.73517601353
160,1/9/2017 11:14:35,Spain,Full time,DBA,4.19117111633958,No,40.809895582514,0,Associates (2 years),Yes,No,6032.16000485466
161,1/5/2017 16:10:41,Australia,Full time,Architect,1,No,40,0,Associates (2 years),No,Yes,7166
162,1/10/2017 12:41:22,United States,Full time,Developer,6,No,40,5,None (no degree completed),Unknown,Yes,7750
163,1/5/2017 8:53:22,Poland,Full time,Developer,6.70029678654679,Yes,41.3685785048285,0,Masters,Yes,Yes,6923.15833849484
164,12/20/2017 8:36:32,Czech Republic,Full time,Developer,2.64566526610644,Yes,40,0,None (no degree completed),Unknown,Yes,5683.26917857143
165,1/5/2017 9:58:57,United States,Full time,DBA,1,No,40,0,Masters,No,No,8333
166,12/13/2017 3:05:30,United Kingdom,Full time,DBA,5,No,40,0,Associates (2 years),Unknown,No,7166
167,1/6/2017 6:08:39,United Kingdom,Full time,Developer,4.11272897715222,No,40.8092582064971,0,Bachelors (4 years),No,No,6967.32449087088
168,12/27/2017 9:43:10,United States,Full time,DBA,5,Yes,40,3,Bachelors (4 years),No,No,7166
169,12/12/2017 17:29:56,United States,Full time,DBA,6,No,40,0,Bachelors (4 years),Yes,Yes,10416
170,12/18/2017 19:57:16,United States,Full time,DBA,1,No,40,0,Bachelors (4 years),No,No,6666
171,1/5/2017 11:26:03,United States,Full time,Architect,5,No,44,0,Bachelors (4 years),No,No,9000
172,12/12/2017 11:36:31,United States,Full time,Developer,3.597,Yes,40.05,5,None (no degree completed),Unknown,No,7258.70742857143
173,12/12/2017 11:24:47,United States,Full time,Developer,2.92395833333333,No,42.3815410830999,1,Masters,No,No,6525.03203968254
174,1/9/2017 9:05:46,United States,Full time,DBA,3,No,42,0,Bachelors (4 years),No,No,6583
175,1/15/2017 3:37:59,Portugal,Full time,Architect,3.7227905748792,No,39.0060952380952,0,None (no degree completed),Yes,Yes,7729.23282871132
176,12/21/2018 14:40:01,United States,Full time,DBA,4.84298970463457,Yes,40.4880966892151,0,Bachelors (4 years),Yes,No,7044.55072291063
177,1/9/2017 15:37:04,United States,Full time,DBA,5,No,40,2,None (no degree completed),Unknown,No,7166
178,12/12/2017 12:01:35,Costa Rica,Full time,DBA,5,Yes,40,5,Bachelors (4 years),Yes,Yes,7166
179,1/10/2017 0:15:01,India,Full time,DBA,4.09518095238095,Yes,40.6395714285714,1,Masters,Yes,Yes,6740.14930952381
180,1/6/2017 10:23:36,United States,Full time,DBA,3,No,40,0,Bachelors (4 years),Yes,No,4500
181,12/12/2017 11:49:48,United States,Full time,Developer,3,No,40,0,Masters,No,Yes,8083
182,12/12/2017 14:48:49,United States,Full time,DBA,2,No,40,0,None (no degree completed),Unknown,No,4083
183,12/21/2017 19:46:20,United States,Full time,DBA,3.96791846178417,No,41.5335127323657,5,Masters,Yes,Yes,7724.73517601353
184,1/5/2017 13:40:59,United States,Full time,DBA,3.96791846178417,No,41.5335127323657,5,Masters,Yes,Yes,7724.73517601353
185,12/11/2018 11:43:53,United States,Full time,DBA,3.49217382746,No,41.5034226847194,1,Bachelors (4 years),No,No,7760.29556259317
186,1/9/2017 3:57:14,United Kingdom,Full time,Developer,4.31026190476191,No,41.6324801587302,3,Bachelors (4 years),No,No,7743.42877380953
187,1/9/2017 5:05:28,South Africa,Independent or freelancer or company owner,Developer,4,No,40,0,Bachelors (4 years),Yes,Yes,6083
188,1/7/2017 20:52:43,United States,Full time,DBA,1,No,40,2,Bachelors (4 years),Yes,Yes,10000
189,12/21/2017 16:09:35,United States,Full time,Developer,3.60361500066841,No,41.2175843456509,0,Masters,No,No,6350.59472220019
190,12/15/2017 22:42:58,United States,Full time,DBA,4.39897442599596,No,40.9390320654104,0,Bachelors (4 years),Yes,No,6929.89287980687
191,1/5/2017 11:23:04,United Kingdom,Full time,DBA,3.95757874168842,No,40.301676911036,0,None (no degree completed),Unknown,No,6279.98915233786
192,1/3/2018 8:35:14,Germany,Full time,Architect,5,Yes,40,0,None (no degree completed),Unknown,Yes,7797
193,12/19/2017 14:30:19,Germany,Full time,Developer,4.07064526629927,No,40.8332818137705,0,None (no degree completed),Unknown,No,6749.64577467426
194,12/21/2018 19:14:31,United States,Full time,Developer,5,No,40,0,Bachelors (4 years),Yes,No,7166
195,1/9/2017 9:07:02,United States,Full time,Architect,5.53284126984127,No,41.7731746031746,2,Bachelors (4 years),Yes,Yes,6762.5674122807
196,12/26/2017 13:33:14,United States,Full time,DBA,3,Yes,38,0,Bachelors (4 years),Yes,No,8333
197,12/29/2017 15:04:53,United States,Full time,DBA,1,No,40,0,Bachelors (4 years),Yes,Yes,7083
198,1/7/2017 3:32:54,Hong Kong,Full time,DBA,2,Yes,45,1,Bachelors (4 years),Yes,Yes,7083
199,1/9/2017 7:25:10,Russia,Full time,DBA,4.99722354162143,Yes,40.3784170446283,0,Masters,Yes,Yes,7366.40917499613
200,1/6/2017 6:23:04,United States,Full time,Architect,5,Yes,40,0,Masters,No,No,7166
201,12/20/2017 16:59:28,United States,Full time,Manager,5.71054761904762,Yes,40.0018181818182,1,None (no degree completed),Unknown,No,6436.41978571428
202,1/10/2017 19:28:26,United States,Full time,DBA,5,No,40,1,Associates (2 years),No,Yes,7166
203,12/16/2017 10:17:11,United States,Full time,Developer,1,Yes,45,0,Masters,Yes,Yes,7500
204,12/21/2018 15:10:28,United States,Full time,Manager,3.61127738931988,No,41.2413524268528,1,Bachelors (4 years),Yes,No,7436.31650806557
205,12/20/2017 22:25:22,United States,Full time,DBA,3.91903571428571,No,42.82943001443,3,Bachelors (4 years),No,No,7561.09206746032
206,12/20/2017 11:54:43,Romania,Full time,DBA,4.90706368326881,No,40.7270053545496,0,None (no degree completed),Unknown,Yes,6600.64001429953
207,12/24/2018 0:40:10,Romania,Full time,Developer,4.42461859707574,No,40.8928271372029,1,Bachelors (4 years),No,No,7757.60184241094
208,12/11/2018 9:23:21,United States,Full time,DBA,5,No,40,4,Bachelors (4 years),Yes,No,7166
209,1/9/2017 9:06:14,United States,Full time,Developer,4.7707968745634,No,40.8104297959568,0,Bachelors (4 years),Yes,Yes,6573.34496751579
210,1/9/2017 7:13:35,Canada,Full time,DBA,10,No,42,0,Associates (2 years),Yes,Yes,6250
211,12/20/2017 6:01:00,United Kingdom,Full time,Developer,4.11272897715222,No,40.8092582064971,0,Bachelors (4 years),No,No,6967.32449087088
212,12/12/2017 11:42:11,United States,Full time,DBA,5,No,40,4,Associates (2 years),Yes,Yes,7166
213,1/11/2017 11:16:00,United States,Full time,DBA,3,No,40,0,Associates (2 years),Yes,Yes,7833
214,12/18/2017 12:35:10,United States,Full time,Manager,7,Yes,45,0,Bachelors (4 years),No,Yes,10500
215,1/5/2017 11:45:04,United States,Full time,DBA,8,No,40,2,Bachelors (4 years),No,Yes,10000
216,12/13/2017 5:41:57,India,Full time,DBA,5,No,40,1,Bachelors (4 years),Yes,Yes,7166
217,1/14/2017 7:42:20,France,Full time,DBA,1,No,45,0,Associates (2 years),Yes,Yes,8416
218,1/5/2017 12:51:25,United States,Full time,DBA,8,No,45,5,Bachelors (4 years),Yes,Yes,9166
219,1/10/2017 13:51:19,Germany,Full time,Developer,10,No,42,0,Masters,Yes,No,5666
220,12/11/2018 11:53:27,New Zealand,Full time,Developer,4.53021967601617,Yes,42.3697304628169,0,Bachelors (4 years),Yes,Yes,7637.12788931453
221,12/12/2018 7:56:11,United Kingdom,Full time,Manager,6,Yes,44,0,Bachelors (4 years),Yes,Yes,6000
222,12/13/2017 3:26:56,United Kingdom,Full time,DBA,1,No,40,2,None (no degree completed),Yes,Yes,8166
223,12/12/2017 15:47:31,United States,Full time,DBA,4.97644497756969,No,40.7119648455196,0,Masters,No,No,7360.20634324995
224,12/11/2018 7:20:45,United Kingdom,Full time,DBA,4.56334920634921,No,39.3099927849928,0,None (no degree completed),No,Yes,5975.06684786765
225,12/27/2018 6:57:58,Canada,Full time,DBA,10,No,40,0,Bachelors (4 years),Yes,No,5062
226,1/9/2017 10:06:02,United States,Full time,DBA,3,Yes,42,5,Bachelors (4 years),Yes,Yes,5916
227,12/22/2017 9:22:25,United States,Full time,Manager,3.82266996496776,Yes,41.439505098392,0,Bachelors (4 years),Yes,No,7158.63696955947
228,12/13/2017 17:16:27,United States,Full time,DBA,4.04073862302981,No,40.9044485061286,0,Bachelors (4 years),No,No,7107.08916993941
229,1/13/2017 8:32:09,United States,Full time,Architect,3.8606043956044,No,40.0280376974676,5,Bachelors (4 years),Yes,No,8471.20876507937
230,1/9/2017 19:13:32,United States,Full time,DBA,4.19117111633958,No,40.809895582514,0,Associates (2 years),Yes,No,6032.16000485466
231,12/12/2017 13:14:57,United States,Full time,Engineer,1,No,45,0,Masters,No,No,6833
232,1/6/2017 18:57:33,United States,Full time,DBA,2,No,40,0,Bachelors (4 years),No,No,6750
